borough,address,latitude,longitude
BK,EAST 45 STREET,40.6219643,-73.932332
BK,QUENTIN ROAD,40.6173672,-73.9330823
BK,QUENTIN ROAD,40.6174029,-73.9330282
BK,281 METROPOLITAN AVENUE,40.7148049,-73.9580332
BK,273 METROPOLITAN AVENUE,40.7148654,-73.9581883
BK,EAST 48 STREET,40.620296,-73.9286883
BK,HENDRICKSON STREET,40.6164547,-73.93094
BK,SCHENECTADY AVENUE,40.6201378,-73.930259
BK,EAST 38 STREET,40.6086352,-73.9272242
BK,EAST 53 STREET,40.6136912,-73.9230838
BK,1746 KIMBALL STREET,40.6154706,-73.9331346
BK,KIMBALL STREET,40.6132293,-73.9305328
QN,233 STREET,40.677917,-73.7350348
BK,1994 UTICA AVENUE,40.6230758,-73.9276767
BK,EAST 49 STREET,40.6184676,-73.9281284
BK,EAST 46 STREET,40.6219472,-73.9313126
BK,SCHENECTADY AVENUE,40.6217871,-73.9297746
BK,SCHENECTADY AVENUE,40.6217405,-73.9298827
BK,SCHENECTADY AVENUE,40.62168,-73.9297495
BK,EAST 46 STREET,40.6218869,-73.9313811
BK,EAST 46 STREET,40.621785,-73.9308012
BK,RYDER STREET,40.6109774,-73.9286082
BK,EAST 46 STREET,40.6219002,-73.9307903
BK,342 BROADWAY,40.7075773,-73.9561947
BK,EAST 49 STREET,40.6253791,-73.9282902
BK,488 BROADWAY,40.705621,-73.9511609
BK,1035 EAST 52 STREET,40.6347788,-73.9263309
BK,EAST 53 STREET,40.6337327,-73.9258565
BK,EAST 48 STREET,40.6308535,-73.9303955
BK,103 LYNCH STREET,40.7019389,-73.954698
BK,EAST 53 STREET,40.6184706,-73.9242273
BK,1752 EAST 34 STREET,40.612915,-73.9377618
BK,737 ROGERS AVENUE,40.6532512,-73.9523525
BK,KINGS HIGHWAY,40.6274235,-73.9319698
BK,EAST 43 STREET,40.6282459,-73.9349591
BK,EAST 18 STREET,40.62476,-73.9586986
BK,1175 EAST 43 STREET,40.6263186,-73.934172
BK,1709 AVENUE J,40.6256687,-73.9591412
BK,EAST 42 STREET,40.628628,-73.9359386
BK,EAST 52 STREET,40.6153471,-73.9242633
BK,EAST 54 STREET,40.6151454,-73.9222897
BK,AVENUE O,40.6173117,-73.9192651
BK,EAST 57 STREET,40.6157779,-73.9200414
BK,EAST 58 STREET,40.6181983,-73.9193289
BK,EAST 58 STREET,40.6184203,-73.9188243
BK,1514 EAST 56 STREET,40.6185674,-73.9212051
BK,MILL AVENUE,40.6184655,-73.9168359
BK,EAST 11 STREET,40.5885261,-73.9591279
BK,CLEAR WATER ROAD,40.610971,-73.9152281
BK,MILL AVENUE,40.6149767,-73.9128998
BK,2742 OCEAN AVENUE,40.5944242,-73.950875
BK,EAST 72 STREET,40.6199146,-73.9059305
BK,1098 EAST 56TH STREET,40.6292181,-73.9225291
BK,EAST 21 STREET,40.6336086,-73.9571259
BK,EAST 58 STREET,40.6307042,-73.9201964
BK,EAST 53 STREET,40.6512617,-73.9270804
BK,1272 EAST 15 STREET,40.6195621,-73.9606326
BK,EAST 15 STREET,40.6172479,-73.959647
BK,AVENUE M,40.6353047,-73.8964726
BK,EAST 55 STREET,40.6319468,-73.923142
BK,EAST 51 STREET,40.6318148,-73.9269539
BK,ELM AVENUE,40.6171995,-73.9628888
BK,1111 AVENUE N,40.6154978,-73.9629186
BK,1103 AVENUE N,40.6154814,-73.9630627
BK,1101 AVENUE N,40.6154677,-73.9631995
BK,1711 CONEY ISLAND AVENUE,40.6157284,-73.9631057
BK,2586 NOSTRAND AVENUE,40.621387,-73.9461903
BK,2596 NOSTRAND AVENUE,40.6212223,-73.946158
BK,EAST 52 STREET,40.6322946,-73.9260707
BK,AVENUE I,40.6288673,-73.9477874
BK,HAWTHORNE STREET,40.6575873,-73.9507672
BK,283 MIDWOOD STREET,40.6602856,-73.9513455
BK,AVENUE N,40.6343334,-73.8938296
BK,1935 BEDFORD AVENUE,40.6579133,-73.9561768
BK,440 LINCOLN ROAD,40.6614838,-73.9483494
BK,2210 NOSTRAND AVENUE,40.6308216,-73.9479552
BK,881 EAST 23 STREET,40.6289028,-73.9537569
BK,337 WINTHROP STREET,40.6574244,-73.9486156
BK,234 FOUNTAIN AVENUE,40.6742351,-73.8753947
BK,104 KENILWORTH PLACE,40.63329,-73.9498231
BK,EAST 23 STREET,40.6148483,-73.9511409
BK,EAST 23 STREET,40.6160262,-73.9519685
BK,3924 FARRAGUT ROAD,40.6366387,-73.9386332
BK,OLEAN STREET,40.6160702,-73.9521557
BK,AVENUE M,40.6189857,-73.9534
BK,697 EAST 38 STREET,40.6382919,-73.9401306
BK,774 EAST 39 STREET,40.6381599,-73.9397236
BK,429 MAPLE STREET,40.6612991,-73.9465906
BK,489 EAST NEW YORK AVENUE,40.6620484,-73.9464891
BK,778 EAST 39 STREET,40.6380255,-73.9399327
BK,EAST 39 STREET,40.6372456,-73.9391695
BK,713 EAST 35 STREET,40.6375385,-73.9430354
BK,1515 NEW YORK AVENUE,40.6358074,-73.9447302
BK,MIDWOOD STREET,40.6601164,-73.9472583
QN,82-25 60 AVENUE,40.7276099,-73.8780622
BK,3124 FARRAGUT ROAD,40.6361293,-73.9462504
BK,1573 FLATBUSH AVENUE,40.6326465,-73.9469594
BK,SCHENECTADY AVENUE,40.6400058,-73.9323786
BK,2019 NOSTRAND AVENUE,40.6361244,-73.9476772
BK,2004 NOSTRAND AVENUE,40.6366572,-73.9483758
BK,2013 NOSTRAND AVENUE,40.6365334,-73.9477238
BK,3115 FARRAGUT ROAD,40.636596,-73.9465311
BK,EAST 51 STREET,40.6453863,-73.9289858
BK,EAST 52 STREET,40.6456242,-73.9274901
BK,161 VERONICA PLACE,40.6462081,-73.9524332
BK,159 LOTT STREET,40.6460137,-73.9536838
BK,368 LENOX ROAD,40.6539462,-73.9473569
BK,112 VERONICA PLACE,40.6474326,-73.9531386
BK,304 VAN BRUNT STREET,40.6794238,-74.010798
BK,WOODS PLACE,40.6489814,-73.9550872
BK,866 ROGERS AVENUE,40.6494141,-73.9525426
BK,885 NEW YORK AVENUE,40.6519668,-73.9464611
BK,778 NEW YORK AVENUE,40.654841,-73.9474103
BK,HAWTHORNE STREET,40.6579696,-73.9527312
BK,419 EAST 34 STREET,40.6465671,-73.945006
BK,EAST 48 STREET,40.6492691,-73.9317782
BK,878 THOMAS S BOYLAND ST,40.6587822,-73.9111991
BK,TILDEN AVENUE,40.6485151,-73.9285897
BK,LINDEN BOULEVARD,40.6540328,-73.917343
BK,555 EAST 96 STREET,40.6548786,-73.9141632
BK,354 EAST 51 STREET,40.6531353,-73.9298065
BK,388 EAST 51 STREET,40.6523146,-73.9297172
BK,750 UTICA AVE,40.6545936,-73.9310411
BK,258 EAST 53 STREET,40.65348,-73.9279681
BK,EAST 51 STREET,40.6530228,-73.9297958
BK,EAST 52 STREET,40.6526266,-73.9282429
BK,826 HOWARD AVENUE,40.6616698,-73.9187717
BK,200 TAPSCOTT STREET,40.6630486,-73.9200784
BK,198 TAPSCOTT STREET,40.6631145,-73.9200964
BK,NOSTRAND AVE,40.6476781,-73.9495529
BK,SCHENECTADY AVENUE,40.6521656,-73.9330293
BK,2206 STRAUSS STREET,40.6598111,-73.9143263
BK,CLARKSON AVENUE,40.6562524,-73.9326829
BK,398 EAST 98 STREET,40.658956,-73.9159565
BK,379 EAST 98 STREET,40.6590356,-73.9160104
BK,791 SARATOGA AVENUE,40.6612856,-73.9150849
BK,62 RIVERDALE AVENUE,40.6599595,-73.9145135
BK,241 LEGION STREET,40.6627826,-73.9165212
BK,237 LEGION STREET,40.6628622,-73.9165427
BK,545 TROY AVENUE,40.6601194,-73.9367842
BK,EAST 49 STREET,40.6591782,-73.9324853
BK,EAST 49 STREET,40.6593206,-73.9319121
BK,425 HERZL STREET,40.6594256,-73.9126904
BK,HERZL STREET,40.6565678,-73.9119553
BK,AMBOY STREET,40.6565478,-73.9110003
BK,155 18 STREET,40.6649811,-73.994503
BK,480 WATKINS STREET,40.6607405,-73.9058621
BK,508 ROCKAWAY AVENUE,40.6676446,-73.9105277
BK,9517 NOLANS LANE,40.6481435,-73.9078258
BK,366 ROCKAWAY AVENUE,40.6709473,-73.9115254
BK,2041 UNION STREET,40.6664695,-73.9213251
BK,37 TAPSCOTT STREET,40.6668422,-73.9204632
BK,61 SUTTER AVENUE,40.6658923,-73.9202552
BK,EAST 92 STREET,40.6509432,-73.9149647
BK,353 EAST 31ST STREET,40.641935,-73.9473592
BK,103 BLAKE AVENUE,40.6648326,-73.9159815
BK,1836 STRAUSS STREET,40.6692467,-73.9167438
BK,581 SARATOGA AVENUE,40.6668147,-73.9164945
BK,198 HERZL STREET,40.6652159,-73.9147591
BK,1536 EAST NEW YORK AVENUE,40.6719186,-73.9110663
BK,357 ROCKAWAY AVENUE,40.6713311,-73.9108616
BK,120 THATFORD AVENUE,40.6688161,-73.9098196
BK,CHESTER STREET,40.6579593,-73.9084214
BK,BROOKLYN AVENUE,40.6419848,-73.9425055
BK,EAST 46 STREET,40.6383536,-73.9325712
BK,117 OSBORN STREET,40.6695863,-73.9084992
BK,792 ROCKAWAY AVENUE,40.660364,-73.9086668
BK,BRISTOL STREET,40.657999,-73.9099747
BK,CHESTER STREET,40.6591128,-73.9092704
BK,CHESTER STREET,40.6590414,-73.9092525
BK,RALPH AVENUE,40.6444829,-73.9201043
BK,EAST 46 STREET,40.6391198,-73.9332262
BK,791 EAST 43 STREET,40.6355389,-73.935161
BK,460 EAST 57 STREET,40.6442956,-73.9230881
BK,10409 GLENWOOD ROAD,40.6489193,-73.8969813
BK,10204 FARRAGUT ROAD,40.6490261,-73.8998028
BK,659 EAST 78 STREET,40.6368804,-73.9169823
BK,221 CONKLIN AVENUE,40.6448744,-73.9010919
BK,CONKLIN AVENUE,40.6447756,-73.901092
BK,223 CONKLIN AVENUE,40.6449182,-73.9010233
BK,EAST 98 STREET,40.6450967,-73.9010555
BK,842 BLAKE AVENUE,40.668755,-73.8872899
BK,372 BRADFORD STREET,40.6697529,-73.8917221
BK,366 BRADFORD STREET,40.6700027,-73.8917902
BK,340 BRADFORD STREET,40.6706644,-73.8919621
BK,743 BLAKE AVENUE,40.6684927,-73.8913961
BK,234 HINSDALE STREET,40.6694313,-73.9003489
BK,AVENUE N,40.6359943,-73.8912436
BK,1382 EAST 95 STREET,40.6379929,-73.8976215
BK,1382 EAST 95 STREET,40.6379462,-73.8975675
BK,1350 EAST 96 STREET,40.6389343,-73.8975227
BK,EAST 96 STREET,40.6390962,-73.8974648
BK,EAST 93 STREET,40.6398517,-73.9013948
BK,747 EAST 87TH STREET,40.6395475,-73.9086196
BK,EAST 87 STREET,40.6400035,-73.9091198
BK,EAST 88 STREET,40.6401735,-73.908835
BK,718 EAST 87 STREET,40.6397569,-73.9095994
BK,GLENWOOD ROAD,40.6405482,-73.9106937
BK,EAST 105 STREET,40.6379749,-73.8844594
BK,EAST 91 STREET,40.6369861,-73.9014134
BK,651 EAST 87 STREET,40.6409101,-73.9101311
BK,EAST 84 STREET,40.6383994,-73.9111182
BK,EAST 96 STREET,40.63554,-73.8926171
BK,8919 FARRAGUT ROAD,40.6431769,-73.9096632
BK,EAST 80 STREET,40.6290303,-73.9029347
BK,909 EAST 92 STREET,40.6463778,-73.9102643
BK,EAST 89 STREET,40.6411005,-73.907886
BK,1150 REMSEN AVENUE,40.6411275,-73.907432
BK,EAST 89 STREET,40.6424389,-73.9101399
BK,614 EAST 89 STREET,40.6421752,-73.9098411
BK,9002 AVENUE L,40.6352284,-73.9001298
BK,EAST 96 STREET,40.6365539,-73.8937396
BK,1621 EAST 92 STREET,40.6328272,-73.8945814
BK,EAST 95 STREET,40.6337259,-73.8928722
BK,EAST 96 STREET,40.6371474,-73.894416
BK,1554 EAST 95 STREET,40.6346766,-73.8939264
BK,AVENUE N,40.6345116,-73.8935555
BK,AVENUE J,40.6397621,-73.9026128
BK,ROCKAWAY PARKWAY,40.6384181,-73.8943492
BK,10826 AVENUE N,40.6410115,-73.882566
BK,LINWOOD STREET,40.6691611,-73.8816405
BK,363 NEW LOTS AVENUE,40.6618114,-73.8937967
BK,GLENMORE AVENUE,40.6749944,-73.8822826
BK,ST JUDES PLACE,40.6321752,-73.8900429
BK,605 GLENMORE AVENUE,40.6746129,-73.887864
BK,NEW JERSEY AVENUE,40.6705374,-73.8941505
BK,446 LOGAN STREET,40.6752821,-73.8766113
BK,124 MILFORD STREET,40.6766339,-73.8778994
BK,138 MILFORD STREET,40.6762825,-73.8778136
BK,140 MILFORD STREET,40.6762303,-73.8777992
BK,873 GLENMORE AVENUE,40.676063,-73.8778644
BK,178 MILFORD STREET,40.675209,-73.8775487
BK,395 LOGAN STREET,40.6766433,-73.8763708
BK,483 NEW LOTS AVENUE,40.6633176,-73.8901358
BK,419 LOUISIANA AVENUE,40.6582013,-73.8960046
BK,65 MONTAUK AVENUE,40.6779027,-73.8785893
BK,47 MILFORD STREET,40.6785414,-73.8778022
BK,LOGAN STREET,40.6781155,-73.8773127
QN,160-07 102 STREET,40.6583735,-73.8307178
BK,MILFORD STREET,40.6786458,-73.8778273
BK,278 LOGAN STREET,40.6794306,-73.8776419
BK,68 MILFORD STREET,40.6780561,-73.8782574
BK,53 MONTAUK AVENUE CIR,40.6781993,-73.8786609
BK,320 LOGAN STREET,40.6784312,-73.8773914
BK,291 19 STREET,40.6614758,-73.9903006
BK,1109 BLAKE AVENUE,40.6706905,-73.8769442
BK,LOGAN STREET,40.674313,-73.8763679
BK,526 LOGAN STREET,40.6731242,-73.8760781
BK,838 BELMONT AVENUE,40.6729482,-73.8783856
BK,MILFORD STREET,40.6727402,-73.8763528
MN,347 EAST 54 STREET,40.7568074,-73.9647602
BK,LOGAN STREET,40.6719237,-73.8752008
BK,306 ATKINS AVENUE,40.6712438,-73.8784717
BK,606 ALABAMA AVENUE,40.6609985,-73.896285
BK,500 WARWICK STREET,40.6712648,-73.8855733
BK,502 WARWICK STREET,40.6712099,-73.885559
BK,BELMONT AVENUE,40.6733953,-73.8781289
BK,503 BARBEY STREET,40.670242,-73.886606
BK,FANE COURT,40.5921508,-73.9285527
BK,BELMONT AVENUE,40.67294,-73.8784542
BK,658 GLENMORE AVENUE,40.6744738,-73.885986
BK,1111 BLAKE AVENUE,40.6706986,-73.8768757
BK,2702 PITKIN AVENUE,40.6751099,-73.8722062
BK,BELMONT AVENUE,40.669676,-73.9007811
QN,57 AVENUE,40.7290977,-73.883421
BK,399 PINE STREET,40.6759894,-73.8708165
BK,503 SUTTER AVENUE,40.6689785,-73.9004253
BK,241 HINSDALE STREET,40.669332,-73.8997398
BK,282 WILLIAMS AVENUE,40.6691449,-73.8992859
BK,93 SANDFORD STREET,40.6962321,-73.9534145
BK,GLENMORE AVENUE,40.6763649,-73.8728094
BK,299 SCHENCK AVENUE,40.6735073,-73.8883597
BK,232 HINSDALE STREET,40.6694752,-73.9003633
BK,DE GRAW STREET,40.6858552,-74.0036417
BK,105 SPENCER STREET,40.6954861,-73.9550847
BK,279 JEROME STREET,40.6751363,-73.886951
BK,JEROME STREET,40.6754108,-73.8870118
BK,641 GLENMORE AVENUE,40.6747956,-73.8866163
BK,271 FOUNTAIN AVENUE,40.6732378,-73.8745638
BK,195 FOUNTAIN AVENUE,40.6753683,-73.875097
BK,2647 PITKIN AVENUE,40.6752717,-73.8745492
BK,PITKIN AVENUE,40.6751763,-73.8751947
BK,519 BARBEY STREET,40.6698686,-73.8865129
BK,488 WARWICK STREET,40.6715339,-73.8856413
BK,614 BERRIMAN STREET,40.6636649,-73.8753568
BK,ASHFORD STREET,40.6740259,-73.8854207
BK,BARBEY STREET,40.674039,-73.8875765
BK,11 CARROLL STREET,40.6837334,-74.0054985
BK,482 CLEVELAND STREET,40.6728308,-73.8842764
BK,299 GEORGIA AVENUE,40.6694393,-73.8969063
BK,19 WOODHULL STREET,40.6818972,-74.0043698
BK,DUMONT AVENUE,40.670534,-73.8670347
BK,ATKINS AVENUE,40.6655831,-73.8750468
BK,994 LINDEN BOULEVARD,40.6649845,-73.8747632
BK,782 LOGAN STREET,40.6668467,-73.8734151
BK,FOUNTAIN AVENUE,40.6667658,-73.8722834
BK,434 NEW JERSEY AVENUE,40.6687508,-73.8944273
BK,760 AUTUMN AVENUE,40.6696858,-73.8669679
BK,764 SHEPHERD AVENUE,40.6654873,-73.8777937
BK,SHEPHERD AVENUE,40.665547,-73.8771736
BK,494 FOUNTAIN AVENUE,40.6675075,-73.8728335
BK,BELMONT AVENUE,40.6722777,-73.8828859
BK,HAZEL COURT,40.5908661,-73.9283921
BK,1013 DUMONT AVENUE,40.6685017,-73.8810829
BK,GARLAND COURT,40.5949308,-73.9322946
BK,PINE STREET,40.6687501,-73.8696013
BK,537 SHEPHERD AVENUE,40.6711765,-73.8797732
BK,314 BERRIMAN STREET,40.6707973,-73.8793124
BK,964 SUTTER AVENUE,40.6710015,-73.8830395
BK,1330 BLAKE AVENUE,40.6716105,-73.8675193
BK,MC CLANCY PLACE,40.6643012,-73.8855312
BK,GATES AVENUE,40.6890685,-73.9274537
BK,641 JEROME STREET,40.6647637,-73.884139
BK,123 SANDFORD STREET,40.6953427,-73.9532348
BK,739 MYRTLE AVENUE,40.6951697,-73.9531448
BK,703 MYRTLE AVENUE,40.6949536,-73.9550201
BK,118 IVAN COURT,40.5890971,-73.9261905
BK,KENT AVENUE,40.6949222,-73.9591745
BK,96 FRANKLIN AVENUE,40.6961133,-73.9586508
BK,759 BARBEY STREET,40.6635507,-73.8843105
BK,440 LINWOOD STREET,40.6746575,-73.8830439
BK,GLENMORE AVENUE,40.6750216,-73.8820951
BK,136 FRANKLIN AVENUE,40.6947573,-73.9583776
BK,819 BEDFORD AVENUE,40.69589,-73.9560833
BK,136 NOSTRAND AVENUE,40.6955319,-73.9528957
BK,101 SANDFORD STREET,40.6959603,-73.9533606
BK,99 SANDFORD STREET,40.6960344,-73.953375
BK,97 SANDFORD STREET,40.6961003,-73.9533857
BK,49 SPENCER STREET,40.6975888,-73.9555052
BK,27 SPENCER STREET,40.6983134,-73.9555264
BK,480 FLUSHING AVENUE,40.6989639,-73.955324
BK,434 FLUSHING AVENUE,40.6987505,-73.9573365
BK,5 SKILLMAN STREET,40.6986656,-73.9576539
BK,430 FLUSHING AVENUE,40.6987341,-73.9574483
BK,SPENCER STREET,40.6951458,-73.9550164
BK,112 SANDFORD STREET,40.6954856,-73.9538045
BK,715 MYRTLE AVENUE,40.6950357,-73.9542339
BK,671 MYRTLE AVENUE,40.6948967,-73.9568521
BK,537 PARK AVENUE,40.6972016,-73.9549248
BK,535 PARK AVENUE,40.6971934,-73.9550114
BK,WALWORTH STREET,40.6973743,-73.9544415
BK,390 SHEPHERD AVENUE,40.6750867,-73.8813343
BK,ESSEX STREET,40.6747692,-73.8821713
BK,76 SANDFORD STREET,40.6966193,-73.9540309
BK,26 SPENCER STREET,40.6980721,-73.9561468
BK,389 ESSEX STREET,40.6745106,-73.8815661
BK,397 ELTON STREET,40.6733702,-73.8830498
BK,447 LINWOOD STREET,40.6744456,-73.8824639
BK,440 PARK AVENUE,40.6962945,-73.9589284
BK,134 NOSTRAND AVENUE,40.6955896,-73.9529101
BK,BARBEY STREET,40.6670106,-73.8857788
BK,446 LINWOOD STREET,40.6745505,-73.8830153
BK,459 LINWOOD STREET,40.6743468,-73.8824424
BK,DARE COURT,40.5869005,-73.92094
BK,GAIN COURT,40.5861466,-73.922327
QN,145-73 FARMERS BOULEVARD,40.6643055,-73.7680668
BK,392 SHEPHERD AVENUE,40.6750181,-73.88132
BK,350 ELTON STREET,40.6747022,-73.8837829
BK,2410 PITKIN AVENUE,40.6734805,-73.8834714
BK,598 JEROME STREET,40.6663239,-73.8852357
BK,488 LINWOOD STREET,40.6734742,-73.8827396
BK,603 JEROME STREET,40.6660378,-73.8846487
BK,DUMONT AVENUE,40.6672718,-73.8862614
BK,268 ARLINGTON AVENUE,40.6806728,-73.8844719
QN,88 AVENUE,40.7302303,-73.7259184
QN,147-41 183 STREET,40.6587132,-73.7647883
QN,183 STREET,40.655665,-73.7640206
BK,2999 FULTON STREET,40.6803157,-73.8842382
BK,605 JEROME STREET,40.6659774,-73.8846343
BK,876 LIVONIA AVENUE,40.6660321,-73.8844576
BK,207 ESSEX STREET,40.6793229,-73.8823002
BK,2994 FULTON STREET,40.6798381,-73.8842102
BK,3050 FULTON STREET,40.6804784,-73.8822441
QN,136 AVENUE,40.6688487,-73.7281965
BK,646 HENDRIX STREET,40.6657994,-73.88785
BK,686 HENDRIX STREET,40.6646738,-73.8876031
BK,682 HENDRIX STREET,40.6648001,-73.8876354
BK,2900 FULTON STREET,40.6787793,-73.8876226
QN,146-93 GUY R BREWER BLVD,40.6605279,-73.7676834
QN,180-17 145 AVENUE,40.6657053,-73.7639851
BK,EAST 95 STREET,40.652726,-73.9132073
BK,NORWOOD AVENUE,40.680489,-73.87923
BK,501 PENNSYLVANIA AVENUE,40.6650942,-73.8937771
BK,279 EUCLID AVENUE,40.6818743,-73.8733578
BK,CHESTNUT STREET,40.6813237,-73.8743755
QN,160 STREET,40.7921641,-73.8014101
MN,51 LITTLE WEST 12 ST,40.7406953,-74.0082855
QN,10 AVENUE,40.7922501,-73.8003553
BK,QUINCY STREET,40.6900637,-73.9256785
BX,589 EAST 161 STREET,40.8223317,-73.9086324
BK,NOEL AVENUE,40.5869453,-73.9222505
BX,895 EAGLE AVENUE,40.8224442,-73.9085852
BX,EAST 215 STREET,40.8791477,-73.8599674
QN,145-18 232 STREET,40.6600852,-73.7477639
BX,893 EAGLE AVENUE,40.8223948,-73.908607
BX,923 EAGLE AVENUE,40.8236021,-73.9081067
BX,369 EAST 159TH STREET,40.8234595,-73.9154488
BK,171 MONTAUK AVENUE,40.6751545,-73.8779094
BX,465 EAST 159 STREET,40.8224608,-73.9122164
BX,411 EAST 161 STREET,40.8242484,-73.9132474
QN,69-15 44 AVENUE,40.7411941,-73.8951389
QN,48-59 58TH PLACE,40.7369699,-73.907952
QN,58 PLACE,40.7372938,-73.9079768
QN,48-57 58TH PLACE,40.7370193,-73.9079555
QN,48-61 58TH PLACE,40.7368903,-73.9079629
QN,102-39 RUSSELL STREET,40.6564883,-73.8291836
QN,164 DRIVE,40.650927,-73.8289347
QN,165 AVENUE,40.6506938,-73.8289966
QN,67 STREET,40.7423653,-73.8972807
BK,203 ARGYLE ROAD,40.6445031,-73.9666573
QN,153 HAWTREE BASIN,40.6550485,-73.831829
QN,PEDESTRIAN WAY,40.6537362,-73.8298069
BK,198 DOUGLASS STREET,40.6813669,-73.9876514
BK,479 DEGRAW STREET,40.6811638,-73.987774
BK,GARLAND COURT,40.594936,-73.9319021
QN,FLYNN CANAL,40.6557158,-73.8301731
QN,165 AVENUE,40.6504193,-73.8289829
QN,21 BAYVIEW AVENUE,40.6565292,-73.8326795
QN,163 ROAD,40.6528106,-73.831222
BX,1853 O'BRIEN AVENUE,40.8112371,-73.8591205
QN,225-10 113 DRIVE,40.7021818,-73.7319016
QN,102-11 RUSSELL STREET,40.6561576,-73.8300927
QN,102-15 RUSSELL STREET,40.6562645,-73.8300059
QN,160-45 102 STREET,40.6574599,-73.8291415
BK,6202 AVENUE U,40.615419,-73.9133927
QN,BAYVIEW AVENUE,40.6566935,-73.8324736
QN,CHURCH STREET,40.6570226,-73.8322349
QN,99-81 164 ROAD,40.6516903,-73.829095
QN,98-01 218 STREET,40.716223,-73.7373644
BK,BEACON COURT,40.5888391,-73.9220575
QN,HEMPSTEAD AVENUE,40.7129781,-73.7335211
QN,HEMPSTEAD AVENUE,40.7121718,-73.7302959
QN,223-07 HEMPSTEAD AVENUE,40.7122521,-73.7306022
QN,164-44 89 STREET,40.6489716,-73.8415203
QN,217-45 100 AVENUE,40.7153243,-73.7392942
QN,221-09 HEMPSTEAD AVENUE,40.7126179,-73.7320724
QN,92 STREET,40.6501008,-73.8383859
BK,WEBSTER AVENUE,40.6295823,-73.9773934
QN,164-37 99 STREET,40.650275,-73.8316284
QN,88 STREET,40.7655147,-73.8804512
QN,113 AVENUE,40.7036697,-73.7320038
BX,SWINTON AVENUE,40.8302656,-73.8301323
BX,SWINTON AVENUE,40.8307118,-73.8311971
QN,227 STREET,40.7088483,-73.7281452
MN,2102 3 AVENUE,40.7975074,-73.9406845
QN,40-04 23 ROAD,40.7697157,-73.9091342
QN,46 STREET,40.7698284,-73.9026609
QN,22-35 46 STREET,40.7690634,-73.9036187
QN,24-43 47 STREET,40.7666106,-73.9047558
QN,158 AVENUE,40.6608569,-73.8398701
BX,MAGENTA STREET,40.8755448,-73.8701106
BK,114A MARCUS GARVEY BLVD,40.6946836,-73.9406461
BX,650 MAGENTA STREET,40.8751729,-73.8688421
BX,285 BONNER PLACE,40.8277695,-73.9165707
QN,84 STREET,40.7324013,-73.882441
BX,VALLES AVENUE,40.902535,-73.8992036
BX,MOSHOLU AVENUE,40.9056132,-73.8976578
QN,84-22 57 ROAD,40.730302,-73.8775377
BX,SYLVAN AVENUE,40.9031714,-73.8988336
BX,POST ROAD,40.9017627,-73.8980002
BX,5422A SYLVAN AVENUE,40.9020044,-73.8981915
QN,82 STREET,40.7316501,-73.8832578
BX,WEST 256 STREET,40.9039731,-73.8991327
QN,BROADWAY,40.6568237,-73.8295251
BX,5912 FIELDSTON ROAD,40.9071604,-73.8999744
BX,WEST 260 STREET,40.907525,-73.8994022
QN,JAY AVENUE,40.7279745,-73.89731
QN,143 BROADWAY,40.6552735,-73.8317708
QN,RAU COURT,40.6537175,-73.8301565
QN,102-12A 160 AVENUE,40.6585243,-73.830566
QN,99-49 164 ROAD,40.651396,-73.8305336
QN,157-07 CROSS BAY BOULEVARD,40.6618756,-73.8401236
QN,95-11 158 AVENUE,40.6614005,-73.8379693
BX,1351 CLINTON AVENUE,40.832815,-73.900115
QN,66 STREET,40.7278745,-73.8989807
QN,99-75 RUSSELL STREET,40.6556513,-73.8310959
QN,1 STREET,40.6541133,-73.8304871
QN,WILLIAMS COURT,40.6549238,-73.8291515
QN,ELIOT AVENUE,40.7261487,-73.8771088
BK,DE GRAW STREET,40.6858772,-74.0037175
BK,FORD STREET,40.5887954,-73.9357032
QN,93-06 224TH STREET,40.7232865,-73.7319502
QN,46-07 70 STREET,40.7394637,-73.8938209
QN,70 STREET,40.7396478,-73.8940984
QN,76 STREET,40.7255416,-73.8845348
BK,14 CARROLL STREET,40.6833162,-74.005347
BK,CARROLL STREET,40.68319,-74.0049901
BK,HAMILTON AVENUE,40.682125,-74.0048638
BK,CARROLL STREET,40.6837691,-74.0056283
BK,115 WEST 9TH STREET,40.6761799,-74.0021667
BK,302 VAN BRUNT STREET,40.679454,-74.0107619
BK,26 LUQUER STREET,40.6786584,-74.0046653
BK,777 HICKS STREET,40.6762787,-74.0046687
BK,2665 FORD STREET,40.5884192,-73.935538
BK,288 22 STREET,40.659582,-73.9922472
BK,COLUMBIA STREET,40.6791771,-74.00517
BK,LUQUER STREET,40.6791826,-74.0049717
BK,COLUMBIA STREET,40.6796218,-74.0051196
MN,467 WEST 157 STREET,40.8328214,-73.9413468
BK,NOVA COURT,40.5873777,-73.9244786
QN,TROON ROAD,40.7264895,-73.7812248
BK,150 22 STREET,40.6625466,-73.997376
BK,2663 FORD STREET,40.5885016,-73.9355739
BK,82 14 STREET,40.6689583,-73.9950831
BK,WEST 8 STREET,40.5770768,-73.9757516
BK,500 3RD AVENUE,40.6702263,-73.992437
QN,9-13 36 AVENUE,40.7616421,-73.941016
BK,280 19 STREET,40.661399,-73.9909458
BK,613 5 AVENUE,40.6636826,-73.9905815
BK,665A 5 AVENUE,40.6621374,-73.9922253
BK,AVENUE Y,40.6150834,-73.8990289
QN,93 STREET,40.7678309,-73.8774651
